"country","indicator","sitc-industry","Unit","Date","Value"
"Argentina","Quality Index","Bauxite and concentrates of aluminium","Index","1997","1.0295092"
"Argentina","Quality Index","Bauxite and concentrates of aluminium","Index","2004","0.76989317"
"Armenia","Quality Index","Fin.structural parts & structures of aluminium","Index","1997","0.45772353"
"Armenia","Quality Index","Fin.structural parts & structures of aluminium","Index","1998","0.44494298"
"Armenia","Quality Index","Fin.structural parts & structures of aluminium","Index","1999","0.44739273"
"Armenia","Quality Index","Fin.structural parts & structures of aluminium","Index","2000","0.44185615"
"Armenia","Quality Index","Fin.structural parts & structures of aluminium","Index","2011","0.9309926"
"Armenia","Quality Index","Fin.structural parts & structures of aluminium","Index","2012","0.74844819"
"Armenia","Quality Index","Fin.structural parts & structures of aluminium","Index","2013","0.77668536"
"Armenia","Quality Index","Fin.structural parts & structures of aluminium","Index","2014","0.94238728"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","1997","0.76261729"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","1998","0.76163733"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","1999","0.76519227"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","2000","0.78693867"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","2001","0.79197484"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","2002","0.79358774"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","2003","0.80178654"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","2004","0.82378221"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","2005","0.83695626"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","2006","0.8128075"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","2007","0.83758307"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","2008","0.82274604"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","2009","0.80835903"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","2010","0.81048441"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","2011","0.81690407"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","2012","0.82295746"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","2013","0.82320046"
"Armenia","Quality Index","Aluminium and aluminium alloys, worked","Index","2014","0.82676888"
"Armenia","Quality Index","Aluminium and aluminium alloys, unwrought","Index","1999","0.72127295"
"Armenia","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2000","0.70899993"
"Armenia","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2001","0.70995611"
"Armenia","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2002","0.72970682"
"Armenia","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2003","0.73715281"
"Armenia","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2004","0.50067765"
"Armenia","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2005","0.77211285"
"Armenia","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2010","0.79518676"
"Armenia","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2011","0.57435584"
"Armenia","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2012","0.80086792"
"Armenia","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2013","0.32862386"
"Armenia","Quality Index","Aluminium and aluminium alloys, unwrought","Index","2014","0.33228782"
"Armenia","Quality Index","Aluminium","Index","1997","0.77515113"
"Armenia","Quality Index","Aluminium","Index","1998","0.76559526"
"Armenia","Quality Index","Aluminium","Index","1999","0.74959445"
"Armenia","Quality Index","Aluminium","Index","2000","0.74857837"
"Armenia","Quality Index","Aluminium","Index","2001","0.79715061"
"Armenia","Quality Index","Aluminium","Index","2002","0.78920817"
"Armenia","Quality Index","Aluminium","Index","2003","0.80999684"
"Armenia","Quality Index","Aluminium","Index","2004","0.53166199"
"Armenia","Quality Index","Aluminium","Index","2005","0.82830638"
"Armenia","Quality Index","Aluminium","Index","2006","0.82600528"
"Armenia","Quality Index","Aluminium","Index","2007","0.84673029"
"Armenia","Quality Index","Aluminium","Index","2008","0.8385362"
"Armenia","Quality Index","Aluminium","Index","2009","0.82664812"
"Armenia","Quality Index","Aluminium","Index","2010","0.82761329"
"Armenia","Quality Index","Aluminium","Index","2011","0.83015662"
"Armenia","Quality Index","Aluminium","Index","2012","0.84007835"
"Armenia","Quality Index","Aluminium","Index","2013","0.83642733"
"Armenia","Quality Index","Aluminium","Index","2014","0.83454782"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1963","0.45581904"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1964","0.43207848"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1965","0.46755281"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1966","0.46080086"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1967","0.46010113"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1968","0.46364897"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1969","0.46593535"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1970","0.48168126"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1971","0.46927503"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1972","0.46254802"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1973","0.4385803"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1974","0.4707745"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1975","0.57189798"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1976","0.59706473"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1977","0.53273124"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1978","0.55391955"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1979","0.53512692"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1980","0.52078962"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1981","0.55030328"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1982","0.56310344"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1983","0.57700473"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1984","0.58735108"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1985","0.59348798"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1986","0.62754244"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1987","0.65919554"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1988","0.68302882"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1989","0.70943642"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1990","0.67838591"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1991","0.64012903"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1992","0.61312091"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1993","0.63945371"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1994","0.64185262"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1995","0.69199347"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1996","0.68092912"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1997","0.67708784"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1998","0.67141491"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","1999","0.72697824"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","2000","0.69190741"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","2001","0.68080902"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","2002","0.67046481"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","2003","0.70573699"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","2004","0.72586888"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","2005","0.73427826"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","2006","0.7294969"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","2007","0.69957089"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","2008","0.68275523"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","2009","0.73703343"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","2010","0.74552155"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","2011","0.71711838"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","2012","0.71211243"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","2013","0.71463138"
"Australia","Quality Index","Fin.structural parts & structures of aluminium","Index","2014","0.68015355"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1963","0.97056615"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1964","0.97488785"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1965","0.96851343"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1966","0.96586102"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1967","0.97392803"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1968","0.97452307"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1969","0.98119509"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1970","0.99240506"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1971","0.9840638"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1972","0.98002571"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1973","0.96869344"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1974","0.96878874"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1975","0.96673602"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1976","0.95760304"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1977","0.96620697"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1978","0.95885676"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1979","0.96112967"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1980","0.95426357"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1981","0.95428807"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1982","0.95152211"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1983","0.96038228"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1984","0.95683914"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1985","0.96232212"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1986","0.96789819"
"Australia","Quality Index","Aluminium and aluminium alloys, worked","Index","1987","0.97600693"
